protein_id	subject_id	percent_identity	alignment_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	subject_title	rank
TRINITY_DN1487_c0_g1_i1.p1	YJL102W	100	81	0	0	1	81	222	302	1.04e-48	161	YJL102W MEF2 SGDID:S000003638, Chr X from 231301-233760, Genome Release 64-4-1, Verified ORF, "Mitochondrial elongation factor involved in translational elongation"	1
TRINITY_DN1488_c0_g1_i1.p1	YGR088W	100	108	0	0	1	108	153	260	8.03e-76	231	YGR088W CTT1 SGDID:S000003320, Chr VII from 654634-656322, Genome Release 64-4-1, Verified ORF, "Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide"	1
TRINITY_DN1489_c0_g1_i1.p1	YMR239C	100	191	0	0	1	191	273	463	2.54e-132	377	YMR239C RNT1 SGDID:S000004852, Chr XIII from 749677-748262, Genome Release 64-4-1, reverse complement, Verified ORF, "Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription, rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response, regulating the degradation of cell wall integrity and morphogenesis checkpoint genes"	1
TRINITY_DN148_c0_g1_i1.p1	YBL007C	100	681	0	0	1	681	486	1166	3.87e-298	848	YBL007C SLA1 SGDID:S000000103, Chr II from 216366-212632, Genome Release 64-4-1, reverse complement, Verified ORF, "Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains"	1
TRINITY_DN148_c1_g1_i1.p1	YBL007C	100	36	0	0	21	56	1209	1244	8.95e-19	75.5	YBL007C SLA1 SGDID:S000000103, Chr II from 216366-212632, Genome Release 64-4-1, reverse complement, Verified ORF, "Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains"	1
TRINITY_DN1490_c0_g1_i1.p1	YDL188C	100	58	0	0	1	58	320	377	4.25e-39	129	YDL188C PPH22 SGDID:S000002347, Chr IV from 124998-123865, Genome Release 64-4-1, reverse complement, Verified ORF, "Catalytic subunit of protein phosphatase 2A, PP2A; functionally redundant with Pph21p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; protein abundance increases in response to DNA replication stress; dephosphorylates Tel1p/Mec1p-phosphorylated Cdc13p to promote telomerase release from telomeres at G2/M; PPH22 has a paralog, PPH21, that arose from the whole genome duplication"	1
TRINITY_DN1491_c0_g1_i1.p1	YBL040C	100	219	0	0	1	219	1	219	8.30e-156	428	YBL040C ERD2 SGDID:S000000136, Chr II from 142749-142112,142868-142847, Genome Release 64-4-1, reverse complement, Verified ORF, "HDEL receptor; an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum; has a role in maintenance of normal levels of ER-resident proteins"	1
TRINITY_DN1492_c0_g1_i1.p1	YDR089W	100	203	0	0	1	203	489	691	3.99e-136	400	YDR089W VTC5 SGDID:S000002496, Chr IV from 622112-624721, Genome Release 64-4-1, Verified ORF, "Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1, Pho81, Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress"	1
TRINITY_DN1493_c0_g1_i1.p1	YDR391C	100	232	0	0	1	232	1	232	2.91e-176	481	YDR391C YDR391C SGDID:S000002799, Chr IV from 1258056-1257358, Genome Release 64-4-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus"	1
TRINITY_DN1494_c0_g1_i1.p1	YOR058C	100	295	0	0	1	295	591	885	1.99e-198	564	YOR058C ASE1 SGDID:S000005584, Chr XV from 436345-433688, Genome Release 64-4-1, reverse complement, Verified ORF, "Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress"	1
TRINITY_DN1496_c0_g1_i1.p1	YNL093W	98.6	69	1	0	1	69	9	77	2.19e-42	134	YNL093W YPT53 SGDID:S000005037, Chr XIV from 449868-450530, Genome Release 64-4-1, Verified ORF, "Stress-induced Rab family GTPase; required for vacuolar protein sorting and endocytosis; involved in ionic stress tolerance; similar to Vps21p and Ypt52p; functional homolog of Vps21p; mammalian Rab5 homolog; YPT53 has a paralog, VPS21, that arose from the whole genome duplication"	1
TRINITY_DN1497_c0_g1_i1.p1	YMR284W	100	69	0	0	1	69	203	271	1.33e-42	142	YMR284W YKU70 SGDID:S000004897, Chr XIII from 838187-839995, Genome Release 64-4-1, Verified ORF, "Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance, structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair"	1
TRINITY_DN1498_c0_g1_i1.p1	YKL129C	99.6	262	1	0	1	262	438	699	6.50e-179	524	YKL129C MYO3 SGDID:S000001612, Chr XI from 200167-196349, Genome Release 64-4-1, reverse complement, Verified ORF, "One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO3 has a paralog, MYO5, that arose from the whole genome duplication"	1
TRINITY_DN149_c0_g1_i1.p1	YHR203C	100	261	0	0	1	261	1	261	8.01e-193	525	YHR203C RPS4B SGDID:S000001246, Chr VIII from 505247-504476,505530-505517, Genome Release 64-4-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication"	1
TRINITY_DN14_c0_g1_i1.p1	YLR154W-C	100	124	0	0	1	124	1	124	4.51e-91	257	YLR154W-C TAR1 SGDID:S000028422, Chr XII from 454696-455070, Genome Release 64-4-1, Verified ORF, "Protein potentially involved in regulation of respiratory metabolism; located in the mitochondria; interacts genetically with RPO41 and physically with Coq5p; encoded within the 25S rRNA gene on the opposite strand"	1
TRINITY_DN14_c0_g1_i2.p1	YLR154W-C	100	124	0	0	1	124	1	124	4.51e-91	257	YLR154W-C TAR1 SGDID:S000028422, Chr XII from 454696-455070, Genome Release 64-4-1, Verified ORF, "Protein potentially involved in regulation of respiratory metabolism; located in the mitochondria; interacts genetically with RPO41 and physically with Coq5p; encoded within the 25S rRNA gene on the opposite strand"	1
TRINITY_DN1502_c0_g1_i1.p1	YGR070W	100	204	0	0	1	204	952	1155	2.55e-144	428	YGR070W ROM1 SGDID:S000003302, Chr VII from 627806-631273, Genome Release 64-4-1, Verified ORF, "Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2, which also encodes a GEP; ROM1 has a paralog, ROM2, that arose from the whole genome duplication"	1
TRINITY_DN1503_c0_g1_i1.p1	YLR237W	100	115	0	0	1	115	36	150	9.83e-78	238	YLR237W THI7 SGDID:S000004227, Chr XII from 612367-614163, Genome Release 64-4-1, Verified ORF, "Plasma membrane transporter responsible for the uptake of thiamine; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia"	1
TRINITY_DN1505_c0_g1_i1.p1	YJL058C	100	85	0	0	2	86	91	175	2.06e-46	153	YJL058C BIT61 SGDID:S000003594, Chr X from 327873-326242, Genome Release 64-4-1, reverse complement, Verified ORF, "Subunit of TORC2, a regulator of plasma membrane (PM) homeostasis; TORC2 also regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; PM retention is dependent on Avo3p; BIT61 has a paralog, BIT2, that arose from the whole genome duplication"	1
TRINITY_DN1506_c0_g1_i1.p1	YHR124W	100	83	0	0	3	85	1	83	1.85e-51	167	YHR124W NDT80 SGDID:S000001166, Chr VIII from 356561-358444, Genome Release 64-4-1, Verified ORF, "Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)"	1
TRINITY_DN1508_c0_g1_i1.p1	YGR162W	99.5	195	1	0	1	195	1	195	1.33e-88	277	YGR162W TIF4631 SGDID:S000003394, Chr VII from 824059-826917, Genome Release 64-4-1, Verified ORF, "Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); stimulates the ATPase and helicase activities of eIF4A synergistically with eIF4G; required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; association with Pab1p mediates poly(A) tail-stimulated translation; role in assembly of PET region in biogenesis of 60S ribosomal subunit"	1
TRINITY_DN1509_c0_g1_i1.p1	YDL170W	100	149	0	0	1	149	380	528	9.93e-101	296	YDL170W UGA3 SGDID:S000002329, Chr IV from 156318-157904, Genome Release 64-4-1, Verified ORF, "Transcriptional activator for GABA-dependent induction of GABA genes; binds to DNA elements found in the promoters of target genes and increases their expression in the presence of GABA (gamma-aminobutyrate); zinc finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus; examples of GABA genes include UGA1, UGA2, and UGA4"	1
TRINITY_DN150_c0_g1_i1.p1	YDR418W	100	165	0	0	1	165	1	165	2.34e-115	322	YDR418W RPL12B SGDID:S000002826, Chr IV from 1301616-1302113, Genome Release 64-4-1, Verified ORF, "Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog, RPL12A, that arose from the whole genome duplication"	1
TRINITY_DN150_c0_g1_i2.p1	YDR418W	100	165	0	0	1	165	1	165	2.34e-115	322	YDR418W RPL12B SGDID:S000002826, Chr IV from 1301616-1302113, Genome Release 64-4-1, Verified ORF, "Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog, RPL12A, that arose from the whole genome duplication"	1
TRINITY_DN150_c0_g1_i3.p1	YDR418W	100	165	0	0	1	165	1	165	2.34e-115	322	YDR418W RPL12B SGDID:S000002826, Chr IV from 1301616-1302113, Genome Release 64-4-1, Verified ORF, "Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog, RPL12A, that arose from the whole genome duplication"	1
TRINITY_DN150_c0_g1_i4.p1	YDR418W	100	165	0	0	1	165	1	165	2.34e-115	322	YDR418W RPL12B SGDID:S000002826, Chr IV from 1301616-1302113, Genome Release 64-4-1, Verified ORF, "Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog, RPL12A, that arose from the whole genome duplication"	1
TRINITY_DN1510_c0_g1_i1.p1	YHR129C	100	131	0	0	1	131	248	378	5.34e-92	269	YHR129C ARP1 SGDID:S000001171, Chr VIII from 364153-362999, Genome Release 64-4-1, reverse complement, Verified ORF, "Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin"	1
TRINITY_DN1511_c0_g1_i1.p1	YPL171C	100	60	0	0	1	60	341	400	8.99e-40	132	YPL171C OYE3 SGDID:S000006092, Chr XVI from 227371-226169, Genome Release 64-4-1, reverse complement, Verified ORF, "Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); homologous to Oye2p with different ligand binding and catalytic properties; has potential roles in oxidative stress response and programmed cell death"	1
TRINITY_DN1512_c0_g1_i1.p1	YPR121W	100	171	0	0	1	171	402	572	3.28e-124	359	YPR121W THI22 SGDID:S000006325, Chr XVI from 778583-780301, Genome Release 64-4-1, Verified ORF, "Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"	1
TRINITY_DN1515_c0_g1_i1.p1	YPL167C	100	183	0	0	1	183	1012	1194	6.58e-116	357	YPL167C REV3 SGDID:S000006088, Chr XVI from 237107-232593, Genome Release 64-4-1, reverse complement, Verified ORF, "Catalytic subunit of DNA polymerase zeta (pol zeta); involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p, Pol31p and Pol32p"	1
TRINITY_DN1516_c0_g1_i1.p1	YNL053W	100	303	0	0	1	303	187	489	5.19e-213	587	YNL053W MSG5 SGDID:S000004998, Chr XIV from 529942-531411, Genome Release 64-4-1, Verified ORF, "Dual-specificity protein phosphatase; maintains low levels of both basal and induced cell integrity pathway signaling by dephosphorylation of the Slt2p MAPK; reciprocally regulated by Slt2p through phosphorylation; minor role with Ptp2p in the adaptive response to pheromone through the dephosphorylation of the Fus3p MAPK with major contribution by Ptp3p; inhibits the nuclear accumulation of Fus3p; two isoforms exist as the result of alternative translation initiation starts"	1
TRINITY_DN1517_c0_g1_i1.p1	YLR423C	100	86	0	0	1	86	51	136	3.01e-54	171	YLR423C ATG17 SGDID:S000004415, Chr XII from 973170-971917, Genome Release 64-4-1, reverse complement, Verified ORF, "Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhibits autophagy in human cells"	1
TRINITY_DN1518_c0_g1_i1.p1	YOR076C	100	175	0	0	1	175	573	747	7.34e-114	338	YOR076C SKI7 SGDID:S000005602, Chr XV from 471620-469377, Genome Release 64-4-1, reverse complement, Verified ORF, "GTP-binding protein that couples the Ski complex and exosome; putative pseudo-translational GTPase involved in 3'-to-5' mRNA decay pathway; interacts with both the cytoplasmic exosome and the Ski complex; eRF3-like domain targets nonstop mRNA for degradation; null mutants have a superkiller phenotype; SKI7 has a paralog, HBS1, that arose from the whole genome duplication"	1
TRINITY_DN1519_c0_g1_i1.p1	YOL011W	100	109	0	0	1	109	48	156	1.11e-64	205	YOL011W PLB3 SGDID:S000005371, Chr XV from 305349-307409, Genome Release 64-4-1, Verified ORF, "Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication"	1
TRINITY_DN151_c0_g1_i1.p1	YIR006C	100	881	0	0	1	881	600	1480	0.0	1457	YIR006C PAN1 SGDID:S000001445, Chr IX from 369908-365466, Genome Release 64-4-1, reverse complement, Verified ORF, "Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; regulates late stages of endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress"	1
TRINITY_DN1520_c0_g1_i1.p1	YHR147C	100	214	0	0	1	214	1	214	2.21e-153	422	YHR147C MRPL6 SGDID:S000001190, Chr VIII from 393283-392639, Genome Release 64-4-1, reverse complement, Verified ORF, "Mitochondrial ribosomal protein of the large subunit"	1
TRINITY_DN1521_c0_g1_i1.p1	YHR051W	100	148	0	0	1	148	1	148	1.40e-101	285	YHR051W COX6 SGDID:S000001093, Chr VIII from 209705-210151, Genome Release 64-4-1, Verified ORF, "Subunit VI of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; expression is regulated by oxygen levels"	1
TRINITY_DN1522_c0_g1_i1.p1	YOR147W	100	310	0	0	7	316	1	310	5.85e-216	600	YOR147W MDM32 SGDID:S000005673, Chr XV from 606607-608475, Genome Release 64-4-1, Verified ORF, "Mitochondrial inner membrane protein with similarity to Mdm31p; required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34; variation between SK1 and S288C at residues 182 and 262 impacts invasive growth and mitochondrial network structure"	1
TRINITY_DN1523_c0_g1_i1.p1	YNL257C	98.7	77	1	0	1	77	638	714	1.63e-41	141	YNL257C SIP3 SGDID:S000005201, Chr XIV from 164320-160631, Genome Release 64-4-1, reverse complement, Verified ORF, "Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM, StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p"	1
TRINITY_DN1524_c0_g1_i1.p1	YDR323C	99.3	142	1	0	1	142	374	515	1.75e-87	262	YDR323C PEP7 SGDID:S000002731, Chr IV from 1114027-1112480, Genome Release 64-4-1, reverse complement, Verified ORF, "Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance"	1
TRINITY_DN1527_c0_g1_i1.p1	YHR182W	100	76	0	0	1	76	286	361	3.56e-44	148	YHR182W RGD3 SGDID:S000001225, Chr VIII from 468219-470576, Genome Release 64-4-1, Verified ORF, "GTPase activating protein (GAP) for Rho3p, involved in cell polarity green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress"	1
TRINITY_DN1529_c0_g1_i1.p1	YFR022W	100	124	0	0	1	124	93	216	1.30e-76	238	YFR022W ROG3 SGDID:S000001918, Chr VI from 196833-199034, Genome Release 64-4-1, Verified ORF, "Alpha-arrestin involved in ubiquitin-dependent endocytosis; contributes to desensitization of agonist-occupied alpha-factor receptor Ste2p by Rsp5p-independent internalization; PPXY motif-mediated binding of the ubiquitin ligase Rsp5p is not required for adaptation; mutation suppresses the temperature sensitivity of an mck1 rim11 double mutant; SWAT-GFP and mCherry fusion proteins localize to the cytosol; ROG3 has a paralog, ROD1, that arose from the whole genome duplication"	1
TRINITY_DN152_c0_g1_i1.p1	YOL155C	100	326	0	0	156	481	330	655	3.61e-202	585	YOL155C HPF1 SGDID:S000005515, Chr XV from 31606-28703, Genome Release 64-4-1, reverse complement, Verified ORF, "Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines, thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant, thereby increasing exposure to oxygen, altering methionine, lipid, and purine metabolism"	1
TRINITY_DN152_c0_g1_i2.p1	YOL155C	75.9	461	66	2	156	612	330	749	2.64e-200	586	YOL155C HPF1 SGDID:S000005515, Chr XV from 31606-28703, Genome Release 64-4-1, reverse complement, Verified ORF, "Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines, thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant, thereby increasing exposure to oxygen, altering methionine, lipid, and purine metabolism"	1
TRINITY_DN1530_c0_g1_i1.p1	YLR320W	100	122	0	0	1	122	1205	1326	6.71e-78	247	YLR320W MMS22 SGDID:S000004312, Chr XII from 771940-776304, Genome Release 64-4-1, Verified ORF, "Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of replication fork, such as fork-pausing complex and leading strand polymerase, preventing fork collapse and promoting efficient recovery during replication stress; Rtt101p-Mms22p ligase associates with replisome complex during S phase via Ctf4p; required for accurate meiotic chromosome segregation"	1
TRINITY_DN1532_c0_g1_i1.p1	YLR319C	100	180	0	0	1	180	1	180	5.74e-114	339	YLR319C BUD6 SGDID:S000004311, Chr XII from 771684-769318, Genome Release 64-4-1, reverse complement, Verified ORF, "Actin- and formin-interacting protein; nucleation-promoting factor (NPF) for Bni1p and Bnr1p during actin cable assembly and organization; enhances Bnr1p-mediated actin nucleation, alleviating Hof1p inhibition through competitive binding; interacts with Bni1p via a C-terminal triple helical coiled-coil domain; role in polarized cell growth; isolated as a bipolar budding mutant; localizes to the presumptive bud site, small bud tips, the bud neck and secretory vesicles; potential Cdc28p substrate"	1
TRINITY_DN1534_c0_g1_i1.p1	YBR280C	98.4	62	1	0	6	67	1	62	1.74e-34	120	YBR280C SAF1 SGDID:S000000484, Chr II from 764697-762784, Genome Release 64-4-1, reverse complement, Verified ORF, "F-Box protein involved in proteasome-dependent degradation of Aah1p; involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1"	1
TRINITY_DN1535_c0_g1_i1.p1	YOR180C	100	84	0	0	1	84	188	271	6.20e-55	169	YOR180C DCI1 SGDID:S000005706, Chr XV from 675167-674352, Genome Release 64-4-1, reverse complement, Verified ORF, "Peroxisomal protein; identification as a delta(3,5)-delta(2,4)-dienoyl-CoA isomerase involved in fatty acid metabolism is disputed; DCI1 has a paralog, ECI1, that arose from the whole genome duplication"	1
TRINITY_DN1537_c0_g1_i1.p1	YJR154W	100	96	0	0	1	96	24	119	1.15e-66	201	YJR154W YJR154W SGDID:S000003915, Chr X from 725784-726824, Genome Release 64-4-1, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"	1
TRINITY_DN1538_c0_g1_i1.p1	YPR081C	100	227	0	0	1	227	1	227	4.76e-164	464	YPR081C GRS2 SGDID:S000006285, Chr XVI from 703970-702114, Genome Release 64-4-1, reverse complement, Verified ORF, "Glycine-tRNA synthetase, not expressed under normal growth conditions; expression is induced under heat, oxidative, pH, or ethanol stress conditions; more stable than the major glycine-tRNA synthetase Grs1p at 37 deg C; GRS2 has a paralog, GRS1, that arose from the whole genome duplication"	1
TRINITY_DN1539_c0_g1_i1.p1	YHR047C	100	77	0	0	1	77	333	409	7.06e-49	162	YHR047C AAP1 SGDID:S000001089, Chr VIII from 201310-198740, Genome Release 64-4-1, reverse complement, Verified ORF, "Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog, APE2, that arose from the whole genome duplication"	1
TRINITY_DN153_c0_g1_i1.p1	YBR189W	100	195	0	0	1	195	1	195	7.75e-131	363	YBR189W RPS9B SGDID:S000000393, Chr II from 604508-604514,604928-605508, Genome Release 64-4-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A, that arose from the whole genome duplication"	1
TRINITY_DN153_c0_g1_i2.p1	YBR189W	100	195	0	0	1	195	1	195	7.75e-131	363	YBR189W RPS9B SGDID:S000000393, Chr II from 604508-604514,604928-605508, Genome Release 64-4-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A, that arose from the whole genome duplication"	1
TRINITY_DN1540_c0_g1_i1.p1	YMR013C	100	132	0	0	1	132	376	507	2.20e-85	256	YMR013C SEC59 SGDID:S000004615, Chr XIII from 296738-295179, Genome Release 64-4-1, reverse complement, Verified ORF, "Dolichol kinase; catalyzes the terminal step in dolichyl monophosphate (Dol-P) biosynthesis; required for viability and for normal rates of lipid intermediate synthesis and protein N-glycosylation"	1
TRINITY_DN1541_c0_g1_i1.p1	YBR136W	100	75	0	0	1	75	2020	2094	3.90e-46	154	YBR136W MEC1 SGDID:S000000340, Chr II from 505668-512774, Genome Release 64-4-1, Verified ORF, "Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened, dysfunctional telomeres"	1
TRINITY_DN1542_c0_g1_i1.p1	YPL249C	99.0	100	1	0	1	100	63	162	6.62e-58	188	YPL249C GYP5 SGDID:S000006170, Chr XVI from 79353-76669, Genome Release 64-4-1, reverse complement, Verified ORF, "GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; GYP5 has a paralog, GYL1, that arose from the whole genome duplication"	1
TRINITY_DN1543_c0_g1_i1.p1	YCL014W	100	112	0	0	1	112	1250	1361	7.22e-65	209	YCL014W BUD3 SGDID:S000000520, Chr III from 96281-101191, Genome Release 64-4-1, Verified ORF, "Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1, accounting for the first stage of biphasic activation, with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding, resulting in the axial budding pattern in haploids; localizes with septins to the bud neck contractile ring in mitosis"	1
TRINITY_DN1544_c0_g1_i1.p1	YOR011W	100	74	0	0	1	74	749	822	1.85e-43	146	YOR011W AUS1 SGDID:S000005537, Chr XV from 349679-353863, Genome Release 64-4-1, Verified ORF, "Plasma membrane sterol transporter of the ATP-binding cassette family; required, along with Pdr11p, for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog, PDR11, that arose from the whole genome duplication"	1
TRINITY_DN1545_c0_g1_i1.p1	YJR160C	99.0	102	1	0	1	102	367	468	2.85e-66	207	YJR160C MPH3 SGDID:S000003921, Chr X from 739816-738008, Genome Release 64-4-1, reverse complement, Verified ORF, "Alpha-glucoside permease; transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph2p; encoded in a subtelomeric position in a region likely to have undergone duplication"	1
TRINITY_DN1546_c0_g1_i1.p1	YKL163W	100	47	0	0	1	47	33	79	9.02e-21	81.3	YKL163W PIR3 SGDID:S000001646, Chr XI from 144401-145378, Genome Release 64-4-1, Verified ORF, "O-glycosylated covalently-bound cell wall protein; required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway; coding sequence contains length polymorphisms in different strains; PIR3 has a paralog, HSP150, that arose from the whole genome duplication"	1
TRINITY_DN1547_c0_g1_i1.p1	YIL002C	100	94	0	0	1	94	166	259	1.09e-56	185	YIL002C INP51 SGDID:S000001264, Chr IX from 353431-350591, Genome Release 64-4-1, reverse complement, Verified ORF, "Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth"	1
TRINITY_DN1548_c0_g1_i1.p1	YLR362W	100	101	0	0	1	101	150	250	1.78e-61	196	YLR362W STE11 SGDID:S000004354, Chr XII from 849866-852019, Genome Release 64-4-1, Verified ORF, "Signal transducing MEK kinase; involved in pheromone response and pseudohyphal/invasive growth pathways where it phosphorylates Ste7p, and the high osmolarity response pathway, via phosphorylation of Pbs2p; regulated by Ste20p and Ste50p; protein abundance increases in response to DNA replication stress"	1
